Event,Age [ka BP],CO2 [mmol/mol],CO2 std dev [±],Reference
WDC_adjusted,16.1217,216.5,0.97,Marcott et al. 2014
WDC_adjusted,16.1395,212.16,0.59,Marcott et al. 2014
WDC_adjusted,16.1586,210.78,0.75,Marcott et al. 2014
WDC_adjusted,16.1776,212.54,0.6,Marcott et al. 2014
WDC_adjusted,16.1976,210.37,1.19,Marcott et al. 2014
WDC_adjusted,16.2162,212.77,1.2,Marcott et al. 2014
WDC_adjusted,16.2364,209.15,0.5,Marcott et al. 2014
WDC_adjusted,16.2555,207.45,0.82,Marcott et al. 2014
WDC_adjusted,16.2744,210.89,0.94,Marcott et al. 2014
WDC_adjusted,16.2943,209.73,1.81,Marcott et al. 2014
WDC_adjusted,16.3199,215.13,0.5,Marcott et al. 2014
WDC_adjusted,16.3327,211.88,1.11,Marcott et al. 2014
WDC_adjusted,16.3715,205.89,0.5,Marcott et al. 2014
WDC_adjusted,16.4114,206.59,0.52,Marcott et al. 2014
WDC_adjusted,16.4501,206.4,0.84,Marcott et al. 2014
WDC_adjusted,16.5164,211.09,0.81,Marcott et al. 2014
WDC_adjusted,16.5937,208.19,1.1,Marcott et al. 2014
WDC_adjusted,16.6547,203.47,0.96,Marcott et al. 2014
WDC_adjusted,16.7278,203.13,0.96,Marcott et al. 2014
WDC_adjusted,16.7884,200.87,0.68,Marcott et al. 2014
WDC_adjusted,16.8545,202.26,1.09,Marcott et al. 2014
WDC_adjusted,16.9523,200.04,1.05,Marcott et al. 2014
WDC_adjusted,17.024,196.57,1.3,Marcott et al. 2014
WDC_adjusted,17.0982,196.23,0.78,Marcott et al. 2014
WDC_adjusted,17.1485,193.82,0.5,Marcott et al. 2014
WDC_adjusted,17.1732,192.59,0.5,Marcott et al. 2014
WDC_adjusted,17.2222,188.44,0.91,Marcott et al. 2014
WDC_adjusted,17.2476,190.96,0.5,Marcott et al. 2014
WDC_adjusted,17.2718,189.83,0.5,Marcott et al. 2014
WDC_adjusted,17.2961,188.7,0.5,Marcott et al. 2014
WDC_adjusted,17.3226,190.94,0.5,Marcott et al. 2014
WDC_adjusted,17.348,189.42,0.5,Marcott et al. 2014
WDC_adjusted,17.3738,189.53,0.5,Marcott et al. 2014
WDC_adjusted,17.399,190.31,0.61,Marcott et al. 2014
WDC_adjusted,17.4254,190.56,0.5,Marcott et al. 2014
WDC_adjusted,17.4512,194.9,0.86,Marcott et al. 2014
WDC_adjusted,17.4771,193.73,0.5,Marcott et al. 2014
WDC_adjusted,17.5033,191.15,1.23,Marcott et al. 2014
WDC_adjusted,17.5318,192.32,0.56,Marcott et al. 2014
WDC_adjusted,17.5565,189.46,1.33,Marcott et al. 2014
WDC_adjusted,17.5831,187.46,0.56,Marcott et al. 2014
WDC_adjusted,17.612,188.35,0.5,Marcott et al. 2014
WDC_adjusted,17.6375,189.64,0.5,Marcott et al. 2014
WDC_adjusted,17.6651,185.19,0.66,Marcott et al. 2014
WDC_adjusted,17.6929,189.15,1.24,Marcott et al. 2014
WDC_adjusted,17.7224,187.46,0.72,Marcott et al. 2014
WDC_adjusted,17.7476,188.2,1.19,Marcott et al. 2014
WDC_adjusted,17.7757,189.66,0.5,Marcott et al. 2014
WDC_adjusted,17.8037,186.48,0.98,Marcott et al. 2014
WDC_adjusted,17.8334,186.6,0.5,Marcott et al. 2014
WDC_adjusted,17.8619,186.9,0.64,Marcott et al. 2014
WDC_adjusted,17.8946,185.73,1.1,Marcott et al. 2014
WDC_adjusted,17.9213,185.67,0.5,Marcott et al. 2014
WDC_adjusted,17.9522,186.58,0.5,Marcott et al. 2014
WDC_adjusted,17.983,186.53,1.48,Marcott et al. 2014
WDC_adjusted,18.0131,182.82,0.5,Marcott et al. 2014
WDC_adjusted,18.0457,186.95,1.13,Marcott et al. 2014
WDC_adjusted,18.0768,183.59,0.95,Marcott et al. 2014
WDC_adjusted,18.108,186.82,0.5,Marcott et al. 2014
WDC_adjusted,18.1397,186.46,1.16,Marcott et al. 2014
WDC_adjusted,18.1714,186.97,0.5,Marcott et al. 2014
WDC_adjusted,18.2014,185.06,0.84,Marcott et al. 2014
WDC_adjusted,18.2366,186.67,0.5,Marcott et al. 2014
WDC_adjusted,18.2686,186.15,1.16,Marcott et al. 2014
WDC_adjusted,18.3003,186.41,0.75,Marcott et al. 2014
WDC_adjusted,18.3362,185.39,1.07,Marcott et al. 2014
WDC_adjusted,18.3653,185.03,0.7,Marcott et al. 2014
WDC_adjusted,18.3979,185.61,0.5,Marcott et al. 2014
WDC_adjusted,18.4636,186.51,0.62,Marcott et al. 2014
WDC_adjusted,18.5598,191.84,0.5,Marcott et al. 2014
WDC_adjusted,18.628,189.21,1.01,Marcott et al. 2014
WDC_adjusted,18.6855,190.91,1.1,Marcott et al. 2014
WDC_adjusted,18.717,186.38,0.82,Marcott et al. 2014
WDC_adjusted,18.7494,186.44,0.53,Marcott et al. 2014
WDC_adjusted,18.8776,190.65,1.75,Marcott et al. 2014
WDC_adjusted,19.0392,189.03,1.12,Marcott et al. 2014
WDC_adjusted,19.1697,189.52,0.84,Marcott et al. 2014
WDC_adjusted,19.3311,189.46,1.3,Marcott et al. 2014
WDC_adjusted,19.4596,186.89,0.5,Marcott et al. 2014
WDC_adjusted,19.5226,189.36,0.59,Marcott et al. 2014
WDC_adjusted,19.6837,191.54,0.53,Marcott et al. 2014
WDC_adjusted,19.7786,194,0.5,Marcott et al. 2014
WDC_adjusted,19.9148,191.66,0.75,Marcott et al. 2014
WDC_adjusted,20.112,188.41,1.21,Marcott et al. 2014
WDC_adjusted,20.3047,187.93,0.65,Marcott et al. 2014
WDC_adjusted,20.4311,191.87,0.69,Marcott et al. 2014
WDC_adjusted,20.5585,185.7,0.93,Marcott et al. 2014
WDC_adjusted,20.7198,190.6,1.09,Marcott et al. 2014
WDC_adjusted,20.8535,188.81,0.82,Marcott et al. 2014
WDC_adjusted,20.9566,186.34,0.87,Marcott et al. 2014
WDC_adjusted,21.0987,187.99,0.5,Marcott et al. 2014
WDC_adjusted,21.2305,185.18,1.16,Marcott et al. 2014
WDC_adjusted,21.4445,183.17,0.5,Marcott et al. 2014
WDC_adjusted,21.6721,185.9,0.5,Marcott et al. 2014
WDC_adjusted,21.7967,188.72,0.95,Marcott et al. 2014
Siple_Dome,21.9259,184.46,0.5,Ahn and Brook 2014
WDC_adjusted,21.9368,185.32,1.55,Marcott et al. 2014
WDC_adjusted,22.11,189.21,0.99,Marcott et al. 2014
WDC_adjusted,22.2465,190.02,1.3,Marcott et al. 2014
Siple_Dome,22.2922,187.22,0.5,Ahn and Brook 2014
Siple_Dome,22.3476,187.02,1.25,Ahn and Brook 2014
WDC_adjusted,22.4913,191.89,0.75,Marcott et al. 2014
Siple_Dome,22.5501,184.68,0.5,Ahn and Brook 2014
WDC_adjusted,22.5562,187.91,1.31,Marcott et al. 2014
Siple_Dome,22.6041,185.21,1.63,Ahn and Brook 2014
WDC_adjusted,22.6259,189.18,1.26,Marcott et al. 2014
Siple_Dome,22.6508,188.49,0.5,Ahn and Brook 2014
WDC_adjusted,22.7185,193.94,1.19,Marcott et al. 2014
Siple_Dome,22.7493,190.01,0.5,Ahn and Brook 2014
WDC_adjusted,22.8013,193.91,0.85,Marcott et al. 2014
Siple_Dome,22.8336,186.13,0.5,Ahn and Brook 2014
WDC_adjusted,22.8408,192.88,0.5,Marcott et al. 2014
WDC_adjusted,22.9095,191.49,0.69,Marcott et al. 2014
Siple_Dome,22.994,189.4,1.13,Ahn and Brook 2014
Siple_Dome,23.0138,190.53,0.64,Ahn and Brook 2014
Siple_Dome,23.1073,190.08,0.82,Ahn and Brook 2014
Siple_Dome,23.185,188.6,0.87,Ahn and Brook 2014
Siple_Dome,23.2767,197.67,1.29,Ahn and Brook 2014
Siple_Dome,23.3584,193.53,1.72,Ahn and Brook 2014
Siple_Dome,23.4452,186.78,0.5,Ahn and Brook 2014
Siple_Dome,23.6005,187.99,0.5,Ahn and Brook 2014
Siple_Dome,23.8738,183.13,0.5,Ahn and Brook 2014
Siple_Dome,24.0777,184.68,0.62,Ahn and Brook 2014
Siple_Dome,24.2698,186.73,0.92,Ahn and Brook 2014
Siple_Dome,24.6436,180.57,2.72,Ahn and Brook 2014
Siple_Dome,25.1636,180.69,0.78,Ahn and Brook 2014
Siple_Dome,25.3511,182.66,0.5,Ahn and Brook 2014
Siple_Dome,25.5436,183.38,0.62,Ahn and Brook 2014
Siple_Dome,25.786,186.54,0.58,Ahn and Brook 2014
Siple_Dome,26.016,184.52,0.5,Ahn and Brook 2014
Siple_Dome,26.2545,184.57,0.52,Ahn and Brook 2014
Siple_Dome,26.315,183.77,0.53,Ahn and Brook 2014
Siple_Dome,26.4607,186.01,0.81,Ahn and Brook 2014
Siple_Dome,26.5371,185.51,0.53,Ahn and Brook 2014
Siple_Dome,26.7037,185.44,0.5,Ahn and Brook 2014
Siple_Dome,26.8578,186.43,0.5,Ahn and Brook 2014
Siple_Dome,26.9549,188.08,0.8,Ahn and Brook 2014
Siple_Dome,27.042,187.39,0.5,Ahn and Brook 2014
Siple_Dome,27.0848,186.27,0.5,Ahn and Brook 2014
Siple_Dome,27.1702,194.93,0.5,Ahn and Brook 2014
Siple_Dome,27.2801,190.06,0.5,Ahn and Brook 2014
Siple_Dome,27.4419,191.95,0.84,Ahn and Brook 2014
Siple_Dome,27.5028,191.23,1.92,Ahn and Brook 2014
Siple_Dome,27.5497,191.53,1.94,Ahn and Brook 2014
Siple_Dome,27.5864,191.95,0.5,Ahn and Brook 2014
Siple_Dome,27.6613,191.46,0.69,Ahn and Brook 2014
Siple_Dome,27.687,192.71,0.5,Ahn and Brook 2014
Siple_Dome,27.7141,190.61,1.64,Ahn and Brook 2014
Siple_Dome,27.7186,189.3,0.5,Ahn and Brook 2014
Siple_Dome,27.8207,187.59,0.87,Ahn and Brook 2014
Siple_Dome,27.8664,190.58,0.5,Ahn and Brook 2014
Siple_Dome,27.885,189.28,0.5,Ahn and Brook 2014
Siple_Dome,27.9271,188.99,0.5,Ahn and Brook 2014
Siple_Dome,27.9732,189.29,0.5,Ahn and Brook 2014
Siple_Dome,28.0973,189.96,0.64,Ahn and Brook 2014
Siple_Dome,28.2141,191.82,0.5,Ahn and Brook 2014
Siple_Dome,28.2716,191.59,0.5,Ahn and Brook 2014
Siple_Dome,28.3697,192.63,1.67,Ahn and Brook 2014
Siple_Dome,28.4139,189.16,0.5,Ahn and Brook 2014
Siple_Dome,28.4269,189.65,0.56,Ahn and Brook 2014
Siple_Dome,28.5774,193.1,0.5,Ahn and Brook 2014
Siple_Dome,28.6264,192.82,0.5,Ahn and Brook 2014
Siple_Dome,28.7243,193.8,0.5,Ahn and Brook 2014
Siple_Dome,28.8419,193.89,0.5,Ahn and Brook 2014
Siple_Dome,28.9027,192.69,0.54,Ahn and Brook 2014
Siple_Dome,28.9486,193.26,0.73,Ahn and Brook 2014
Siple_Dome,29.0089,192.87,0.5,Ahn and Brook 2014
Siple_Dome,29.1507,192.26,0.5,Ahn and Brook 2014
Siple_Dome,29.2053,188.1,0.5,Ahn and Brook 2014
Siple_Dome,29.2496,192.39,0.97,Ahn and Brook 2014
Siple_Dome,29.3239,191.01,0.89,Ahn and Brook 2014
Siple_Dome,29.3661,189.83,0.5,Ahn and Brook 2014
Siple_Dome,29.4102,189.21,0.66,Ahn and Brook 2014
Siple_Dome,29.6092,189.24,0.5,Ahn and Brook 2014
Siple_Dome,29.6812,189.77,0.5,Ahn and Brook 2014
Siple_Dome,29.7428,191.28,0.5,Ahn and Brook 2014
Siple_Dome,29.8378,190.97,0.5,Ahn and Brook 2014
Siple_Dome,29.9521,191.38,1.23,Ahn and Brook 2014
Siple_Dome,29.999,191.57,0.5,Ahn and Brook 2014
Siple_Dome,30.1015,188.25,0.59,Ahn and Brook 2014
Siple_Dome,30.1817,188.48,0.62,Ahn and Brook 2014
Siple_Dome,30.2779,186.52,0.5,Ahn and Brook 2014
Siple_Dome,30.3127,185.99,0.6,Ahn and Brook 2014
Siple_Dome,30.4005,184.3,0.5,Ahn and Brook 2014
Siple_Dome,30.5288,182.94,0.5,Ahn and Brook 2014
Siple_Dome,30.713,187.14,0.5,Ahn and Brook 2014
Siple_Dome,30.7757,190.33,0.73,Ahn and Brook 2014
Siple_Dome,31.1052,188,0.5,Ahn and Brook 2014
Siple_Dome,31.3564,188.48,0.78,Ahn and Brook 2014
Siple_Dome,31.5241,189.95,0.5,Ahn and Brook 2014
Siple_Dome,31.7921,193.71,1.23,Ahn and Brook 2014
Siple_Dome,31.8184,192.93,1.13,Ahn and Brook 2014
Siple_Dome,31.9339,192.51,0.5,Ahn and Brook 2014
Siple_Dome,32.0269,193.33,0.5,Ahn and Brook 2014
Siple_Dome,32.0796,193.91,1.12,Ahn and Brook 2014
Siple_Dome,32.1475,196.42,0.5,Ahn and Brook 2014
Siple_Dome,32.1506,196.91,1.31,Ahn and Brook 2014
Siple_Dome,32.3079,192.47,1.94,Ahn and Brook 2014
Siple_Dome,32.3612,195.25,0.5,Ahn and Brook 2014
Siple_Dome,32.4348,194.11,0.53,Ahn and Brook 2014
Siple_Dome,32.5111,194.61,0.5,Ahn and Brook 2014
Siple_Dome,32.5946,194.43,0.5,Ahn and Brook 2014
Siple_Dome,32.6778,195.08,0.5,Ahn and Brook 2014
Siple_Dome,32.7141,195.94,0.5,Ahn and Brook 2014
Siple_Dome,32.8131,199.3,2.55,Ahn and Brook 2014
Siple_Dome,32.8809,196.7,0.8,Ahn and Brook 2014
Siple_Dome,33.009,196.33,0.5,Ahn and Brook 2014
Siple_Dome,33.1483,197.65,0.5,Ahn and Brook 2014
Siple_Dome,33.4175,196.9,0.54,Ahn and Brook 2014
Siple_Dome,33.4914,197.13,0.5,Ahn and Brook 2014
Siple_Dome,33.5553,197.8,0.5,Ahn and Brook 2014
Siple_Dome,33.7581,200.03,0.69,Ahn and Brook 2014
Siple_Dome,33.841,195.63,0.74,Ahn and Brook 2014
Siple_Dome,33.8857,195.27,0.5,Ahn and Brook 2014
Siple_Dome,33.9075,194.46,0.66,Ahn and Brook 2014
Siple_Dome,33.9259,194.47,0.5,Ahn and Brook 2014
Siple_Dome,33.957,196.47,0.5,Ahn and Brook 2014
Siple_Dome,33.9915,195.41,0.5,Ahn and Brook 2014
Siple_Dome,34.0642,195.93,1.02,Ahn and Brook 2014
Siple_Dome,34.1903,194.89,0.62,Ahn and Brook 2014
Siple_Dome,34.2508,195.79,0.76,Ahn and Brook 2014
Siple_Dome,34.3128,196.27,0.5,Ahn and Brook 2014
Siple_Dome,34.3344,196.2,0.5,Ahn and Brook 2014
Siple_Dome,34.5569,199.65,0.74,Ahn and Brook 2014
Siple_Dome,34.6026,199.49,0.64,Ahn and Brook 2014
Siple_Dome,34.62,200.29,0.5,Ahn and Brook 2014
Siple_Dome,34.6478,198.89,0.98,Ahn and Brook 2014
Siple_Dome,34.7106,197.16,1.2,Ahn and Brook 2014
Siple_Dome,34.8256,202.8,0.5,Ahn and Brook 2014
Siple_Dome,34.8668,203.09,0.5,Ahn and Brook 2014
Siple_Dome,35.0896,198.78,0.57,Ahn and Brook 2014
Siple_Dome,35.1658,203.6,0.5,Ahn and Brook 2014
Siple_Dome,35.2817,205.38,0.5,Ahn and Brook 2014
Siple_Dome,35.337,204.47,1.22,Ahn and Brook 2014
Siple_Dome,35.3594,203.62,0.87,Ahn and Brook 2014
Siple_Dome,35.383,201.36,0.5,Ahn and Brook 2014
Siple_Dome,35.4458,200.3,0.8,Ahn and Brook 2014
Siple_Dome,35.4971,201.06,1.01,Ahn and Brook 2014
Siple_Dome,35.5085,202.04,0.9,Ahn and Brook 2014
Siple_Dome,35.5307,201.89,0.65,Ahn and Brook 2014
Siple_Dome,35.568,201.83,0.99,Ahn and Brook 2014
Siple_Dome,35.6725,201.81,0.5,Ahn and Brook 2014
Siple_Dome,35.7016,200.5,0.63,Ahn and Brook 2014
Siple_Dome,35.8546,203.29,1.07,Ahn and Brook 2014
Siple_Dome,35.9483,198.8,0.5,Ahn and Brook 2014
Siple_Dome,36.0865,204.12,1.32,Ahn and Brook 2014
Siple_Dome,36.1731,201.78,0.5,Ahn and Brook 2014
Siple_Dome,36.2618,200.09,0.63,Ahn and Brook 2014
Siple_Dome,36.5063,198.96,0.95,Ahn and Brook 2014
Siple_Dome,36.5918,205.1,1.14,Ahn and Brook 2014
Siple_Dome,36.6696,203.77,0.5,Ahn and Brook 2014
Siple_Dome,36.7128,203.75,0.5,Ahn and Brook 2014
Siple_Dome,36.8202,202.76,1.16,Ahn and Brook 2014
Siple_Dome,36.9398,203.51,0.5,Ahn and Brook 2014
Siple_Dome,37.0234,206.36,1.13,Ahn and Brook 2014
Siple_Dome,37.1186,210.16,0.89,Ahn and Brook 2014
Siple_Dome,37.1432,207.35,0.5,Ahn and Brook 2014
Siple_Dome,37.2965,208.25,0.95,Ahn and Brook 2014
Siple_Dome,37.302,209.66,0.59,Ahn and Brook 2014
Siple_Dome,37.3381,206.59,0.5,Ahn and Brook 2014
Siple_Dome,37.431,212.51,1.47,Ahn and Brook 2014
Siple_Dome,37.4613,209.84,0.53,Ahn and Brook 2014
Siple_Dome,37.6186,214.3,0.5,Ahn and Brook 2014
Siple_Dome,37.6475,212.14,0.72,Ahn and Brook 2014
Siple_Dome,37.7772,212.09,1.62,Ahn and Brook 2014
Siple_Dome,37.895,214.21,1.09,Ahn and Brook 2014
Siple_Dome,38.0003,211.21,0.68,Ahn and Brook 2014
Siple_Dome,38.0885,214.36,1.48,Ahn and Brook 2014
Talos_Dome,38.1267,214.07,3.28,Bereiter et al. 2012
Siple_Dome,38.1656,208.34,0.59,Ahn and Brook 2014
Siple_Dome,38.1924,206.52,0.5,Ahn and Brook 2014
Talos_Dome,38.20868,208.87,5.94,Bereiter et al. 2012
Siple_Dome,38.2842,207.41,0.5,Ahn and Brook 2014
Talos_Dome,38.32397,209.24,3,Bereiter et al. 2012
Siple_Dome,38.3592,208,0.67,Ahn and Brook 2014
Siple_Dome,38.4128,210.79,0.64,Ahn and Brook 2014
Siple_Dome,38.4729,207.23,0.5,Ahn and Brook 2014
Talos_Dome,38.4975,209.18,2.26,Bereiter et al. 2012
Siple_Dome,38.5332,210.08,0.5,Ahn and Brook 2014
Siple_Dome,38.5736,208.23,1.98,Ahn and Brook 2014
Siple_Dome,38.6218,204.79,0.5,Ahn and Brook 2014
Siple_Dome,38.6708,204.46,0.74,Ahn and Brook 2014
Talos_Dome,38.68239,210.81,1.18,Bereiter et al. 2012
Siple_Dome,38.7234,206.54,0.5,Ahn and Brook 2014
Talos_Dome,38.73394,209.54,1.25,Bereiter et al. 2012
Siple_Dome,38.8126,206.09,0.5,Ahn and Brook 2014
Siple_Dome,38.8747,205.65,0.5,Ahn and Brook 2014
Talos_Dome,38.87493,207.39,2.3,Bereiter et al. 2012
Siple_Dome,38.9556,205.99,1.31,Ahn and Brook 2014
Siple_Dome,38.9768,202.34,1.42,Ahn and Brook 2014
Talos_Dome,39.03982,208.84,1.25,Bereiter et al. 2012
Siple_Dome,39.0536,204.28,0.68,Ahn and Brook 2014
Siple_Dome,39.1205,207.32,0.5,Ahn and Brook 2014
Talos_Dome,39.21707,210.68,1.26,Bereiter et al. 2012
Siple_Dome,39.2657,208.69,1.7,Ahn and Brook 2014
Siple_Dome,39.3032,209.5,0.5,Ahn and Brook 2014
Siple_Dome,39.3199,209.33,0.5,Ahn and Brook 2014
Talos_Dome,39.32228,203.81,1.36,Bereiter et al. 2012
Siple_Dome,39.3398,207.87,0.79,Ahn and Brook 2014
Siple_Dome,39.3794,204.78,1.06,Ahn and Brook 2014
Siple_Dome,39.4029,191.53,0.9,Ahn and Brook 2014
Siple_Dome,39.4544,198.14,1.03,Ahn and Brook 2014
Talos_Dome,39.47579,204.79,1.64,Bereiter et al. 2012
Siple_Dome,39.5154,200.4,1.36,Ahn and Brook 2014
Siple_Dome,39.621,195.7,2.08,Ahn and Brook 2014
Talos_Dome,39.66258,200.08,1.16,Bereiter et al. 2012
Siple_Dome,39.7092,196.67,1.06,Ahn and Brook 2014
Siple_Dome,39.7571,193.58,1.16,Ahn and Brook 2014
Talos_Dome,39.87621,199.79,0.84,Bereiter et al. 2012
Siple_Dome,39.885,193.87,0.5,Ahn and Brook 2014
Siple_Dome,39.9005,197.55,0.67,Ahn and Brook 2014
Talos_Dome,40.02885,197.11,0.94,Bereiter et al. 2012
Siple_Dome,40.0427,192.6,2.21,Ahn and Brook 2014
Siple_Dome,40.1121,193.08,0.5,Ahn and Brook 2014
Talos_Dome,40.13748,195.9,1.6,Bereiter et al. 2012
Siple_Dome,40.1453,193.69,0.5,Ahn and Brook 2014
Talos_Dome,40.3084,197.9,1.39,Bereiter et al. 2012
Siple_Dome,40.3531,193.35,0.5,Ahn and Brook 2014
Talos_Dome,40.48595,201.32,1.37,Bereiter et al. 2012
Siple_Dome,40.5403,193.84,0.5,Ahn and Brook 2014
Talos_Dome,40.55344,201.48,1.09,Bereiter et al. 2012
Talos_Dome,40.7543,200.47,0.74,Bereiter et al. 2012
Talos_Dome,40.90739,200.97,1.92,Bereiter et al. 2012
Siple_Dome,40.9351,194.84,1.13,Ahn and Brook 2014
Siple_Dome,40.9538,194.49,0.9,Ahn and Brook 2014
Talos_Dome,41.1679,201.53,1.88,Bereiter et al. 2012
Talos_Dome,41.30359,204.19,1.54,Bereiter et al. 2012
Talos_Dome,41.60597,205.49,0.99,Bereiter et al. 2012
Talos_Dome,41.75921,201.12,1,Bereiter et al. 2012
Talos_Dome,41.90069,199.89,1.36,Bereiter et al. 2012
Talos_Dome,42.31582,200.9,1.24,Bereiter et al. 2012
Siple_Dome,42.3868,199.15,1.46,Ahn and Brook 2014
Talos_Dome,42.6283,204.83,0.5,Bereiter et al. 2012
Talos_Dome,42.84987,206.35,1.07,Bereiter et al. 2012
Talos_Dome,42.96808,204.26,0.76,Bereiter et al. 2012
Talos_Dome,43.17189,203.16,1.43,Bereiter et al. 2012
EDML,43.20541,193.78,1.52,Bereiter et al. 2012
Talos_Dome,43.35066,201.66,1.81,Bereiter et al. 2012
Talos_Dome,43.51582,204.22,0.86,Bereiter et al. 2012
Talos_Dome,43.66116,203.18,1.05,Bereiter et al. 2012
EDML,43.76169,199.26,1.56,Bereiter et al. 2012
Siple_Dome,43.7625,196.82,0.69,Ahn and Brook 2014
Talos_Dome,43.80901,201.69,1.13,Bereiter et al. 2012
EDML,44.0247,188.62,3.15,Bereiter et al. 2012
Talos_Dome,44.0952,204.31,0.92,Bereiter et al. 2012
Talos_Dome,44.20445,202,0.52,Bereiter et al. 2012
Talos_Dome,44.35047,206.22,1.86,Bereiter et al. 2012
Talos_Dome,44.4905,204.83,1.32,Bereiter et al. 2012
EDML,44.58091,199.98,1.68,Bereiter et al. 2012
Siple_Dome,44.6112,204.39,0.69,Ahn and Brook 2014
Talos_Dome,44.65554,212.29,0.85,Bereiter et al. 2012
Talos_Dome,44.81601,210.44,0.56,Bereiter et al. 2012
EDML,44.85329,212.41,0.69,Bereiter et al. 2012
Talos_Dome,44.99616,211.49,0.5,Bereiter et al. 2012
Talos_Dome,45.14202,207.95,0.71,Bereiter et al. 2012
Siple_Dome,45.23,210.42,2.17,Ahn and Brook 2014
Talos_Dome,45.28039,213.92,0.82,Bereiter et al. 2012
EDML,45.31979,209.1,2.59,Bereiter et al. 2012
Talos_Dome,45.46032,214.5,0.81,Bereiter et al. 2012
EDML,45.62138,211.96,1.13,Bereiter et al. 2012
Talos_Dome,45.69606,217.51,2.16,Bereiter et al. 2012
Talos_Dome,45.87711,222.72,0.5,Bereiter et al. 2012
Talos_Dome,46.05733,221.77,1.74,Bereiter et al. 2012
EDML,46.16516,217.57,2.22,Bereiter et al. 2012
Talos_Dome,46.18126,219.25,1.19,Bereiter et al. 2012
Talos_Dome,46.30855,218.35,1.45,Bereiter et al. 2012
Siple_Dome,46.3227,213.81,0.5,Ahn and Brook 2014
EDML,46.36284,207.43,0.6,Bereiter et al. 2012
Siple_Dome,46.5645,210.14,1.41,Ahn and Brook 2014
Talos_Dome,46.6359,216.42,1.44,Bereiter et al. 2012
Talos_Dome,46.74644,214.18,0.99,Bereiter et al. 2012
Siple_Dome,46.7829,210.31,2.27,Ahn and Brook 2014
EDML,46.83766,206.78,1.26,Bereiter et al. 2012
Talos_Dome,46.88794,210.84,1.5,Bereiter et al. 2012
Talos_Dome,47.08628,210.27,0.53,Bereiter et al. 2012
EDML,47.09536,199.66,4.52,Bereiter et al. 2012
Talos_Dome,47.31498,207.6,1.2,Bereiter et al. 2012
Siple_Dome,47.3303,203.17,0.5,Ahn and Brook 2014
Talos_Dome,47.52436,204.26,0.98,Bereiter et al. 2012
EDML,47.62204,205.3,1.27,Bereiter et al. 2012
Talos_Dome,47.71039,203.79,0.5,Bereiter et al. 2012
EDML,47.93947,200.28,1.84,Bereiter et al. 2012
Talos_Dome,47.94375,205.66,0.97,Bereiter et al. 2012
Siple_Dome,48.0517,198.02,2.08,Ahn and Brook 2014
Talos_Dome,48.22318,206.18,2.05,Bereiter et al. 2012
Talos_Dome,48.42786,200.98,0.56,Bereiter et al. 2012
EDML,48.4719,199.12,0.73,Bereiter et al. 2012
EDML,48.70006,193.59,1.49,Bereiter et al. 2012
Siple_Dome,48.7203,198.4,0.5,Ahn and Brook 2014
Talos_Dome,48.98795,201.58,0.88,Bereiter et al. 2012
EDML,49.24159,199.41,1.02,Bereiter et al. 2012
Talos_Dome,49.30298,200.12,0.5,Bereiter et al. 2012
Talos_Dome,49.46266,204.06,1.22,Bereiter et al. 2012
EDML,49.58584,202.36,1.34,Bereiter et al. 2012
Talos_Dome,49.72832,203.87,1.26,Bereiter et al. 2012
Talos_Dome,50.00651,204.38,1.65,Bereiter et al. 2012
EDML,50.1178,200.29,0.88,Bereiter et al. 2012
Talos_Dome,50.22055,206.74,0.5,Bereiter et al. 2012
EDML,50.46938,202.8,1.5,Bereiter et al. 2012
Talos_Dome,50.52741,207.41,0.5,Bereiter et al. 2012
EDML,50.95597,205.89,2.27,Bereiter et al. 2012
Talos_Dome,51.02917,207.64,0.91,Bereiter et al. 2012
EDML,51.34023,205.33,2.41,Bereiter et al. 2012
Talos_Dome,51.43145,211.57,0.5,Bereiter et al. 2012
Talos_Dome,51.77953,215.08,1.77,Bereiter et al. 2012
EDML,51.78582,210.44,2.27,Bereiter et al. 2012
EDML,52.03838,210.71,1.56,Bereiter et al. 2012
Talos_Dome,52.08682,213.82,0.73,Bereiter et al. 2012
EDML,52.18725,213.79,1.6,Bereiter et al. 2012
Talos_Dome,52.38478,219.08,0.5,Bereiter et al. 2012
EDML,52.55808,218,3.62,Bereiter et al. 2012
Talos_Dome,52.57368,220.72,0.5,Bereiter et al. 2012
Talos_Dome,52.80074,221.15,1.09,Bereiter et al. 2012
EDML,52.85611,218.19,2.14,Bereiter et al. 2012
EDML,52.94964,215.91,1.34,Bereiter et al. 2012
Talos_Dome,53.10825,223.72,1.68,Bereiter et al. 2012
EDML,53.32974,220.43,0.5,Bereiter et al. 2012
Talos_Dome,53.40045,223.26,0.89,Bereiter et al. 2012
EDML,53.49834,219.01,3.53,Bereiter et al. 2012
EDML,53.71829,218.41,2.82,Bereiter et al. 2012
Talos_Dome,53.80625,221.14,1.49,Bereiter et al. 2012
EDML,54.11792,212.75,2.5,Bereiter et al. 2012
Talos_Dome,54.1566,220.37,0.85,Bereiter et al. 2012
EDML,54.22766,214.46,1.79,Bereiter et al. 2012
Talos_Dome,54.38713,217.96,1.84,Bereiter et al. 2012
EDML,54.45173,211.89,1.62,Bereiter et al. 2012
Talos_Dome,54.69461,213.89,1.14,Bereiter et al. 2012
EDML,54.83584,208.68,0.9,Bereiter et al. 2012
